CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	fDOM (QSU) (WS) SA	fCHL (ug/L) (WS) SA	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	estDOC (mg-C/L) SA	estDIN (uM) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%) (EXO) SA	Turb (FNU) (EXO) SA	fDOM (QSU) (EXO) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA
A3305	38.12204	-121.513564	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.35	2.62	12.27	7.63	21.58	19.88	21.37	130.50	0.0695	21.31	139.36	7.93	9.10	102.7	2.2	26.10	1.10	0.62	1.13	0.05	2.89
A3311	38.122096	-121.524218	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.11	2.28	10.53	7.49	19.48	18.61	20.91	130.87	0.0702	20.84	139.74	7.83	8.69	97.2	2.7	23.45	0.80	0.66	1.00	0.00	2.47
A3354	38.12229	-121.582209	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.97	2.21	10.61	10.27	19.35	20.90	21.02	127.17	0.0682	20.95	135.92	7.89	9.06	101.6	3.0	23.25	0.66	0.76	1.12	0.00	2.54
A3309	38.122804	-121.520668	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	29.22	2.68	11.01	7.45	24.25	19.03	21.04	133.55	0.0714	20.97	141.35	7.84	8.78	98.5	2.6	28.16	1.05	0.66	1.15	0.01	2.87
A3307	38.122979	-121.516983	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	31.07	2.87	11.74	7.50	25.98	19.49	21.24	133.38	0.0711	21.16	141.94	7.88	8.96	100.8	2.4	30.43	1.19	0.64	1.23	0.03	3.08
A3291	38.120814	-121.495537	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.80	2.99	11.81	6.84	21.99	18.68	21.65	132.57	0.0701	21.69	140.04	7.84	8.73	99.2	2.0	26.00	1.50	0.70	1.06	0.03	3.31
A3287	38.124314	-121.498306	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.73	2.79	12.43	8.23	21.93	20.65	21.51	132.08	0.0700	21.45	139.65	7.92	8.96	101.5	2.2	25.86	1.20	0.61	1.12	0.06	2.98
A3335	38.124694	-121.560777	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.31	2.07	10.82	14.80	19.67	25.62	20.83	128.16	0.0689	20.78	137.38	7.80	8.77	97.9	3.3	23.73	0.60	0.72	0.93	0.00	2.25
A3352	38.124815	-121.580365	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.93	2.14	10.64	10.65	19.32	21.34	21.01	126.96	0.0681	20.94	135.74	7.89	9.09	101.9	3.1	23.07	0.64	0.75	1.06	0.00	2.44
A3285	38.126488	-121.496148	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.76	2.83	12.36	8.17	21.96	20.53	21.53	132.30	0.0701	21.47	139.86	7.91	8.95	101.3	2.2	25.97	1.29	0.62	1.13	0.06	3.09
A3337	38.12749	-121.561586	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.30	2.11	10.81	14.81	19.66	25.62	20.84	128.27	0.0689	20.79	137.54	7.80	8.76	97.9	3.2	23.73	0.62	0.69	0.92	0.01	2.25
A3350	38.127288	-121.578628	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.04	2.08	10.52	11.51	19.42	22.19	20.95	127.82	0.0686	20.89	136.93	7.83	8.95	100.2	3.3	23.04	0.63	0.71	0.97	0.00	2.30
A3283	38.128739	-121.498097	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.79	2.81	12.38	8.21	21.99	20.59	21.52	132.39	0.0702	21.45	139.94	7.92	8.93	101.1	2.2	26.01	1.23	0.61	1.11	0.07	3.01
A3054	38.129726	-121.585605	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.60	1.90	10.02	11.66	19.94	22.01	20.82	132.93	0.0713	20.78	142.64	7.76	8.71	97.3	3.7	23.42	0.62	0.63	0.91	0.00	2.17
A3281	38.129266	-121.501731	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.91	2.86	12.22	7.84	22.10	20.06	21.59	132.72	0.0703	21.51	140.06	7.91	8.89	100.7	2.1	26.11	1.27	0.63	1.05	0.07	3.01
A3056	38.130163	-121.582005	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.47	1.97	10.12	11.69	19.82	22.16	20.83	131.72	0.0707	20.78	141.39	7.77	8.76	97.8	3.8	23.35	0.62	0.65	0.93	0.00	2.23
A3058	38.130255	-121.578405	Georgiana Slough	Mokelumne Tidal Transition Zone	9/10/2019	24.18	2.06	10.36	11.81	19.55	22.45	20.89	129.15	0.0693	20.84	138.67	7.79	8.82	98.7	3.5	23.15	0.63	0.68	0.94	0.00	2.26
A3339	38.130225	-121.562545	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.27	2.09	10.74	14.45	19.63	25.20	20.85	128.09	0.0689	20.80	137.32	7.81	8.79	98.2	3.2	23.68	0.61	0.70	0.92	0.01	2.23
A3347	38.130197	-121.575313	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.07	2.13	10.62	12.10	19.44	22.81	20.97	127.69	0.0685	20.91	136.88	7.82	8.85	99.1	3.2	23.21	0.65	0.70	0.96	0.00	2.30
A3279	38.130601	-121.504909	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.87	2.94	11.87	7.18	22.06	19.03	21.73	133.26	0.0704	21.65	140.09	7.89	8.83	100.3	2.1	26.14	1.46	0.70	1.01	0.04	3.22
A3052	38.131035	-121.588724	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.00	1.84	9.74	12.16	20.31	22.08	20.72	135.35	0.0727	20.68	145.57	7.72	8.55	95.4	4.0	23.50	0.60	0.56	0.90	0.01	2.07
A3345	38.131632	-121.572227	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.20	2.34	10.81	12.41	19.57	23.26	21.00	129.12	0.0692	20.94	138.25	7.83	8.83	99.0	3.0	23.49	0.77	0.67	1.06	0.02	2.52
A3341	38.132155	-121.565154	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.18	2.28	10.85	13.73	19.55	24.58	20.95	129.04	0.0692	20.91	138.00	7.84	8.89	99.5	3.2	23.59	0.72	0.68	1.03	0.04	2.48
A3343	38.13245	-121.568942	Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.14	2.32	10.90	12.88	19.52	23.78	21.00	128.95	0.0691	20.96	137.87	7.85	8.94	100.1	3.1	23.49	0.75	0.71	1.08	0.03	2.58
A3277	38.132998	-121.507107	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	27.37	2.97	11.25	6.49	22.53	17.72	21.90	134.05	0.0706	21.82	140.57	7.86	8.72	99.3	2.0	26.65	1.67	0.79	0.91	0.02	3.41
A3050	38.133232	-121.591099	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.19	1.84	9.68	12.64	20.50	22.26	20.66	136.00	0.0731	20.62	146.48	7.71	8.53	94.9	4.3	23.48	0.59	0.55	0.89	0.01	2.05
A3188	38.134267	-121.566775	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.16	2.70	11.12	13.05	19.53	24.16	21.10	131.26	0.0701	21.06	139.98	7.89	9.01	101.2	3.0	23.48	0.98	0.61	1.24	0.11	2.94
A3048	38.135357	-121.593558	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.30	1.86	9.65	13.11	20.59	22.45	20.63	136.17	0.0732	20.59	146.79	7.72	8.51	94.7	4.5	23.60	0.59	0.55	0.89	0.01	2.03
A3275	38.135254	-121.505075	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	27.69	2.89	10.69	6.24	22.83	16.93	21.95	134.20	0.0706	21.88	140.70	7.81	8.58	97.9	2.0	26.92	1.74	0.85	0.76	0.01	3.37
A3186	38.135659	-121.563561	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.23	2.93	11.25	13.58	19.60	24.83	21.13	133.69	0.0713	21.06	142.61	7.87	8.94	100.4	3.0	23.60	1.15	0.50	1.29	0.18	3.13
A3184	38.13648	-121.560068	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.32	2.83	11.23	13.83	19.68	25.06	21.07	134.03	0.0716	21.00	143.15	7.83	8.84	99.2	3.0	23.70	1.13	0.49	1.17	0.19	2.98
A3046	38.137606	-121.595875	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.42	1.86	9.50	13.57	20.71	22.67	20.58	136.48	0.0734	20.53	147.25	7.71	8.46	94.1	4.2	24.04	0.57	0.53	0.88	0.02	2.00
A3273	38.13764	-121.503431	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	27.54	2.80	10.50	6.26	22.68	16.76	21.90	133.69	0.0704	21.84	140.24	7.80	8.54	97.4	2.1	26.71	1.74	0.86	0.71	0.01	3.31
A3182	38.137918	-121.557402	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.34	2.92	11.20	13.43	19.70	24.64	21.05	135.77	0.0725	20.99	144.86	7.82	8.78	98.5	3.0	23.63	1.22	0.43	1.12	0.25	3.04
A3044	38.14023	-121.597492	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.50	1.87	9.36	13.89	20.78	22.85	20.55	136.48	0.0735	20.51	147.36	7.71	8.45	93.9	4.2	24.15	0.56	0.52	0.88	0.02	1.98
A3271	38.14016	-121.505112	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	27.42	2.89	10.13	5.99	22.58	16.12	21.88	132.74	0.0699	21.83	139.41	7.77	8.44	96.3	2.1	26.56	1.83	0.90	0.68	0.00	3.40
A3180	38.140411	-121.558813	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.41	3.04	11.22	13.49	19.76	24.74	21.04	136.07	0.0726	20.97	145.28	7.81	8.79	98.6	3.0	23.68	1.26	0.45	1.27	0.23	3.21
A3042	38.142672	-121.599384	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.53	1.87	9.19	14.14	20.81	23.00	20.49	136.42	0.0735	20.45	147.42	7.70	8.41	93.3	4.1	24.29	0.54	0.51	0.87	0.02	1.95
A3178	38.143149	-121.560243	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.49	3.10	11.09	13.75	19.83	24.84	21.01	136.32	0.0728	20.94	145.63	7.83	8.82	98.8	3.1	23.69	1.22	0.50	1.43	0.16	3.29
A3269	38.14337	-121.50441	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.74	2.93	9.65	5.55	21.94	15.21	21.82	129.42	0.0684	21.78	136.18	7.78	8.46	96.4	2.2	25.80	1.89	0.91	0.68	0.00	3.48
A3176	38.144971	-121.557312	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.24	2.99	10.75	12.82	19.60	23.64	21.06	136.18	0.0726	20.99	145.17	7.83	8.83	99.1	3.1	23.51	1.19	0.48	1.35	0.18	3.19
A3040	38.145287	-121.601026	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.40	1.91	8.89	14.45	20.69	23.16	20.44	135.99	0.0733	20.40	147.07	7.71	8.38	92.9	4.0	24.21	0.55	0.51	0.87	0.02	1.97
A3174	38.145573	-121.553729	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.88	2.91	9.92	11.09	19.27	21.03	21.06	135.43	0.0723	20.98	144.29	7.87	8.90	99.8	3.2	23.11	1.13	0.50	1.35	0.13	3.11
A3267	38.144237	-121.509068	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.45	3.05	9.39	5.29	21.67	14.63	22.00	128.07	0.0675	21.91	134.22	7.83	8.65	98.9	2.2	25.63	2.01	0.89	0.73	0.00	3.62
A3172	38.146123	-121.550228	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.75	2.88	9.66	10.42	19.15	20.09	21.06	135.03	0.0721	20.98	143.91	7.90	8.96	100.5	3.2	22.98	1.11	0.51	1.32	0.13	3.07
A3030	38.147144	-121.590358	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.25	1.92	8.15	14.43	20.55	22.54	20.30	134.08	0.0726	20.25	145.42	7.72	8.42	93.1	4.5	23.90	0.50	0.56	0.86	0.00	1.92
A3168	38.147259	-121.544132	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.38	2.83	8.94	9.02	18.81	17.97	21.16	134.08	0.0715	21.05	142.70	7.93	9.17	103.0	3.2	22.61	1.13	0.50	1.29	0.13	3.07
A3265	38.147573	-121.50553	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.86	3.02	9.08	4.68	21.11	13.77	21.97	125.09	0.0661	21.93	131.32	7.89	8.77	100.2	2.3	24.99	2.09	0.91	0.73	0.00	3.73
A3038	38.147898	-121.599759	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.38	1.94	8.75	14.63	20.67	23.28	20.42	135.71	0.0732	20.37	146.80	7.71	8.38	92.9	4.1	24.17	0.57	0.52	0.88	0.02	2.00
A3170	38.148114	-121.547486	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.45	2.84	9.17	9.30	18.87	18.49	21.12	134.30	0.0716	21.04	143.05	7.94	9.12	102.4	3.2	22.70	1.11	0.52	1.30	0.12	3.06
A3027	38.148216	-121.586746	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.15	2.02	7.98	13.85	20.46	21.80	20.22	133.45	0.0723	20.19	144.95	7.72	8.45	93.3	4.7	23.79	0.57	0.56	0.91	0.00	2.04
A3263	38.150064	-121.503615	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.67	3.08	8.93	4.55	20.94	13.48	21.98	124.04	0.0656	21.93	129.78	7.89	8.77	100.2	2.4	24.82	2.19	0.93	0.77	0.00	3.88
A3166	38.149953	-121.543298	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.50	2.83	8.55	8.83	18.91	17.38	21.10	133.36	0.0712	20.99	142.10	7.90	9.13	102.3	3.2	22.72	1.13	0.50	1.32	0.13	3.08
A3032	38.149708	-121.59202	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.23	1.90	8.14	15.97	20.53	24.10	20.31	134.19	0.0726	20.26	145.49	7.72	8.40	92.9	4.4	23.94	0.49	0.55	0.85	0.00	1.89
A3036	38.150451	-121.597886	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.36	1.93	8.57	16.37	20.65	24.91	20.39	135.32	0.0731	20.34	146.42	7.71	8.38	92.8	4.2	24.14	0.56	0.53	0.88	0.02	1.98
A3025	38.150666	-121.587958	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.15	1.98	7.89	13.60	20.46	21.47	20.23	133.42	0.0723	20.19	144.90	7.72	8.44	93.2	4.6	23.78	0.54	0.56	0.89	0.00	1.98
A3034	38.151517	-121.594753	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.28	1.93	8.16	16.75	20.58	24.91	20.30	134.24	0.0726	20.25	145.57	7.72	8.39	92.8	4.4	23.98	0.52	0.55	0.86	0.01	1.94
A3164	38.152032	-121.540943	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.81	2.82	8.24	8.82	19.21	17.05	20.96	132.55	0.0709	20.86	141.64	7.88	9.03	101.0	3.3	23.04	1.11	0.51	1.33	0.12	3.06
A3023	38.152358	-121.590881	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.18	1.95	7.86	13.87	20.48	21.73	20.24	133.45	0.0723	20.20	144.94	7.72	8.43	93.1	4.6	23.79	0.52	0.56	0.87	0.01	1.95
A3161	38.152209	-121.536053	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.27	2.81	8.12	8.91	19.63	17.02	20.82	131.94	0.0708	20.72	141.38	7.88	9.00	100.4	3.3	23.52	1.07	0.53	1.31	0.10	3.02
A3261	38.152865	-121.503512	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.54	3.14	8.80	4.45	20.82	13.25	22.02	123.96	0.0655	21.96	128.86	7.89	8.78	100.3	2.4	24.74	2.30	0.94	0.79	0.00	4.03
A3159	38.154923	-121.535058	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.14	2.77	8.08	9.00	19.51	17.08	20.75	131.43	0.0706	20.66	141.09	7.89	8.96	99.8	3.4	23.41	1.07	0.54	1.27	0.10	2.95
A3021	38.155081	-121.592197	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.26	2.03	7.82	14.75	20.56	22.57	20.22	133.36	0.0723	20.17	144.91	7.72	8.41	92.8	4.9	23.86	0.52	0.58	0.86	0.01	1.98
A3259	38.155666	-121.503481	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.32	3.21	8.85	4.73	21.54	13.58	22.03	128.15	0.0676	21.96	132.48	7.82	8.66	99.0	2.5	25.51	2.36	0.92	0.82	0.00	4.11
A3019	38.157461	-121.590731	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.29	2.07	7.76	13.26	20.58	21.01	20.21	133.29	0.0723	20.15	144.89	7.72	8.41	92.8	5.1	23.83	0.52	0.59	0.87	0.00	1.99
A3157	38.15781	-121.535712	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.57	2.71	8.09	8.99	18.98	17.07	20.76	131.09	0.0705	20.68	140.81	7.92	8.99	100.3	3.3	22.82	1.04	0.54	1.24	0.10	2.88
A3257	38.158356	-121.502992	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	26.88	3.17	8.99	5.04	22.06	14.02	22.01	131.14	0.0690	21.94	135.60	7.80	8.63	98.6	2.6	26.07	2.27	0.90	0.83	0.00	4.01
A3016	38.158762	-121.586174	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.28	2.11	7.80	13.26	20.58	21.04	20.21	133.48	0.0724	20.17	145.08	7.72	8.42	92.9	5.0	23.83	0.56	0.57	0.93	0.00	2.07
A3155	38.160482	-121.534014	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.31	2.71	8.07	9.00	18.73	17.07	20.79	131.03	0.0704	20.72	140.69	7.91	8.99	100.3	3.3	22.56	1.04	0.54	1.26	0.10	2.90
A3255	38.160815	-121.501001	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	27.86	3.12	9.28	5.70	22.99	14.97	21.93	135.43	0.0712	21.87	140.23	7.78	8.63	98.5	2.7	26.93	2.12	0.88	0.86	0.00	3.86
A3014	38.161472	-121.584852	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.38	2.15	7.88	12.74	20.67	20.62	20.22	133.77	0.0725	20.17	145.38	7.72	8.40	92.7	5.1	23.87	0.56	0.56	0.93	0.00	2.08
A3253	38.161988	-121.497667	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	29.68	3.17	9.68	6.72	24.72	16.40	21.82	141.41	0.0743	21.76	146.57	7.77	8.62	98.2	2.9	28.72	2.05	0.88	0.94	0.00	3.86
A3153	38.163071	-121.533213	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.17	2.68	8.03	9.04	18.61	17.06	20.79	130.87	0.0703	20.71	140.49	7.86	8.90	99.3	3.3	22.48	1.00	0.53	1.24	0.14	2.88
A3251	38.163416	-121.494502	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	29.84	3.12	9.92	7.88	24.85	17.80	21.69	142.68	0.0751	21.62	149.44	7.78	8.75	99.3	3.2	28.91	1.92	0.87	0.99	0.00	3.79
A3012	38.164159	-121.583544	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.42	2.09	7.88	12.24	20.71	20.12	20.23	133.77	0.0725	20.17	145.36	7.72	8.39	92.7	5.1	23.90	0.55	0.56	0.89	0.01	2.04
A3151	38.16496	-121.531009	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.28	2.65	8.03	9.00	18.71	17.03	20.73	130.69	0.0703	20.65	140.47	7.86	8.88	98.9	3.3	22.56	0.95	0.54	1.23	0.12	2.83
A3010	38.166941	-121.582654	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.39	2.04	7.84	11.85	20.68	19.70	20.23	133.69	0.0724	20.17	145.24	7.72	8.39	92.7	5.2	23.89	0.56	0.57	0.87	0.02	2.01
A3149	38.167752	-121.530098	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.38	2.57	8.05	9.04	18.80	17.10	20.67	130.46	0.0703	20.58	140.44	7.82	8.78	97.7	3.3	22.70	0.90	0.56	1.19	0.12	2.77
A3008	38.169562	-121.581041	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.24	2.02	7.66	11.40	20.54	19.06	20.22	133.18	0.0722	20.16	144.54	7.72	8.40	92.8	5.3	23.82	0.56	0.57	0.84	0.02	2.00
A3147	38.170099	-121.528198	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.60	2.53	8.11	9.06	19.01	17.17	20.59	130.21	0.0702	20.50	140.45	7.80	8.71	96.8	3.4	22.88	0.82	0.61	1.17	0.05	2.68
A3145	38.171598	-121.525131	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.81	2.55	8.18	9.10	19.21	17.28	20.52	130.04	0.0702	20.43	140.49	7.78	8.62	95.6	3.5	23.06	0.77	0.65	1.13	0.02	2.63
A3006	38.172387	-121.580124	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.16	2.02	7.58	11.25	20.47	18.83	20.22	132.88	0.0721	20.16	144.19	7.72	8.41	92.8	5.4	23.77	0.55	0.57	0.85	0.02	2.00
A3143	38.174333	-121.52457	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.84	2.54	8.23	9.13	19.23	17.36	20.52	130.06	0.0702	20.43	140.48	7.77	8.58	95.2	3.5	23.07	0.79	0.66	1.13	0.01	2.65
A3004	38.175211	-121.580539	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.13	2.04	7.43	11.25	20.43	18.68	20.21	132.18	0.0717	20.15	143.43	7.73	8.43	93.0	5.6	23.66	0.54	0.58	0.85	0.03	2.00
A3141	38.176938	-121.526261	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.86	2.50	8.29	9.21	19.25	17.50	20.53	130.11	0.0703	20.44	140.47	7.77	8.55	94.9	3.5	23.11	0.78	0.65	1.13	0.01	2.61
A3002	38.178019	-121.579516	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.12	2.04	7.33	11.63	20.43	18.96	20.21	131.66	0.0714	20.15	142.88	7.73	8.45	93.2	5.7	23.60	0.54	0.58	0.84	0.03	1.98
A3139	38.17964	-121.526731	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.05	2.49	8.40	9.36	19.43	17.76	20.51	130.12	0.0703	20.43	140.47	7.75	8.50	94.3	3.6	23.27	0.78	0.66	1.14	0.00	2.61
A3000	38.180644	-121.578141	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.11	2.03	7.27	11.99	20.42	19.26	20.21	131.36	0.0713	20.15	142.57	7.73	8.46	93.4	5.8	23.55	0.53	0.59	0.83	0.03	1.98
A2998	38.181763	-121.575002	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.93	1.98	7.17	12.67	20.25	19.84	20.22	130.70	0.0709	20.15	141.86	7.74	8.49	93.7	5.7	23.48	0.49	0.60	0.82	0.02	1.93
A2996	38.181962	-121.571385	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.86	1.96	7.12	12.99	20.18	20.11	20.22	130.23	0.0707	20.15	141.43	7.74	8.50	93.8	5.6	23.41	0.50	0.59	0.82	0.02	1.94
A3137	38.182215	-121.527557	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.14	2.49	8.46	9.47	19.51	17.93	20.53	130.16	0.0703	20.45	140.46	7.75	8.49	94.2	3.5	23.35	0.81	0.66	1.14	0.00	2.63
A2994	38.183429	-121.568212	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.87	1.97	7.10	13.54	20.19	20.64	20.22	129.95	0.0706	20.15	141.17	7.74	8.50	93.9	5.7	23.42	0.50	0.60	0.84	0.01	1.95
A3135	38.18414	-121.524709	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.24	2.50	8.50	9.63	19.60	18.13	20.54	130.17	0.0703	20.46	140.45	7.74	8.47	94.1	3.6	23.44	0.83	0.66	1.15	0.01	2.69
A2992	38.185075	-121.565208	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.95	1.97	7.07	13.46	20.27	20.52	20.24	129.69	0.0704	20.16	140.78	7.74	8.52	94.1	5.9	23.41	0.48	0.62	0.83	0.00	1.94
A2990	38.186208	-121.561849	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.96	1.98	7.04	13.07	20.28	20.11	20.24	129.57	0.0703	20.16	140.58	7.74	8.53	94.2	6.0	23.40	0.47	0.63	0.83	0.00	1.95
A3133	38.186741	-121.525547	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.31	2.49	8.56	9.80	19.67	18.37	20.56	130.17	0.0703	20.48	140.41	7.74	8.47	94.1	3.6	23.54	0.85	0.67	1.14	0.01	2.71
A2988	38.188073	-121.559113	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.87	1.97	6.97	12.47	20.20	19.44	20.23	129.21	0.0702	20.16	140.19	7.74	8.55	94.4	6.0	23.34	0.47	0.66	0.83	0.01	1.99
A3131	38.189537	-121.526488	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.40	2.50	8.67	10.28	19.75	18.95	20.60	130.10	0.0702	20.52	140.17	7.74	8.49	94.4	3.6	23.64	0.87	0.68	1.11	0.00	2.70
A2986	38.19015	-121.556606	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.82	1.98	6.95	12.43	20.15	19.37	20.23	129.02	0.0701	20.16	140.07	7.75	8.56	94.5	6.1	23.30	0.49	0.67	0.82	0.01	2.00
A2984	38.191783	-121.553567	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.81	2.02	6.92	12.47	20.14	19.39	20.21	128.73	0.0699	20.14	139.86	7.75	8.57	94.6	6.3	23.31	0.51	0.68	0.84	0.00	2.04
A3129	38.192043	-121.528358	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.48	2.53	8.72	10.54	19.83	19.26	20.61	130.03	0.0701	20.53	140.07	7.74	8.50	94.5	3.6	23.68	0.88	0.70	1.09	0.00	2.69
A2982	38.193763	-121.550916	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.87	2.06	6.90	12.43	20.20	19.33	20.20	128.57	0.0699	20.13	139.73	7.75	8.58	94.7	6.5	23.36	0.51	0.70	0.86	0.00	2.06
