CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A2424	38.275184	-121.696694	Cache Slough complex	Shag Slough	7/1/2021	0.67	0.25	22.37	227.78	8.48	9.36	107.87	6.81	2.00	26.00	3.21	27.20	22.38	222.82	0.13	2.96	5.06	0.47	8.45	35.02	59.98	5.50	0.91	2.29	3.83
A2334	38.282757	-121.664367	Cache Slough complex	Prospect Slough	7/1/2021	1.75	0.45	22.95	233.04	8.95	9.63	112.23	8.13	1.45	32.19	2.74	34.10	22.83	229.01	0.02	2.30	4.39	0.25	6.95	33.04	63.20	2.91	2.20	2.67	4.13
A2328	38.291745	-121.665903	Cache Slough complex	Prospect Slough	7/1/2021	2.10	0.44	23.38	235.86	9.02	10.07	118.35	9.66	1.68	34.31	3.08	36.59	22.91	234.21	0.02	2.37	4.46	0.47	7.29	32.58	61.30	6.38	2.54	2.80	4.54
A4656	37.829206	-121.552594	South Delta tidal transition zone	Old River	7/1/2021	20.51	2.42	26.71	593.61	7.45	6.27	78.37	4.66	4.87	50.74	7.97	64.29	26.64	498.51	0.23	6.93	5.64	1.87	14.43	48.08	39.04	12.99	22.93	4.26	3.98
A4616	37.852770	-121.561907	South Delta tidal transition zone	Old River	7/1/2021	13.98	1.86	27.10	647.77	7.47	6.44	81.09	4.78	5.89	68.14	9.54	70.29	27.12	691.99	0.32	6.68	8.08	2.44	17.22	38.85	46.84	14.15	15.85	4.88	3.79
A4613	37.856540	-121.564456	South Delta tidal transition zone	Old River	7/1/2021	12.40	1.79	27.16	651.82	7.48	6.54	82.41	4.83	5.91	68.15	9.47	70.24	27.19	698.46	0.33	6.70	8.32	2.43	17.46	38.36	47.74	13.88	14.18	4.88	3.81
A4624	37.858573	-121.554089	South Delta tidal transition zone	Old River	7/1/2021	17.89	1.18	27.24	623.73	7.47	6.46	81.55	5.32	6.13	69.00	9.81	72.12	27.25	669.79	0.31	7.30	6.34	2.32	15.99	45.69	39.38	14.52	19.09	4.93	3.71
A5831	37.881917	-121.506571	South Delta tidal transition zone	Victoria Canal	7/1/2021	4.38	0.68	26.64	594.36	7.53	6.77	84.55	4.98	4.65	58.05	7.45	59.28	26.67	632.03	0.30	6.12	7.05	1.39	14.55	42.00	48.47	9.55	5.07	4.26	3.25
A5117	37.906662	-121.505064	South Delta tidal transition zone	Middle River	7/1/2021	3.59	0.72	26.18	584.76	7.49	6.62	81.92	4.37	4.06	55.53	6.80	57.23	26.19	616.11	0.29	5.38	7.48	1.05	13.91	38.65	53.78	7.53	4.31	4.10	3.36
A5113	37.907368	-121.511288	South Delta tidal transition zone	Middle River	7/1/2021	3.59	0.70	26.18	584.10	7.50	6.72	83.18	4.27	4.04	55.06	6.74	57.03	26.19	615.54	0.29	5.37	7.54	1.08	13.98	38.31	53.96	7.74	4.26	4.07	3.32
A5568	37.915419	-121.572309	South Delta tidal transition zone	Indian Slough	7/1/2021	5.00	0.74	26.49	653.49	7.64	7.29	90.83	6.49	5.17	57.70	8.53	59.42	26.49	689.86	0.33	5.38	14.11	1.88	21.29	25.19	66.37	8.84	5.77	4.26	3.39
A5067	37.950106	-121.533520	South Delta tidal transition zone	Middle River	7/1/2021	4.06	0.42	25.87	555.05	7.68	7.44	91.59	3.60	3.98	52.08	6.75	53.35	25.90	583.22	0.28	5.60	7.84	0.95	14.37	38.94	54.03	6.59	4.26	3.89	3.37
A3836	37.951555	-121.336346	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	72.00	3.77	25.41	210.46	7.62	7.36	89.75	8.96	2.30	24.59	4.62	26.03	24.94	187.38	0.09	3.09	7.78	1.36	12.25	26.59	63.67	9.64	76.57	2.21	6.58
A3833	37.952834	-121.341639	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	70.97	3.44	25.58	214.75	7.58	7.51	91.92	8.25	2.79	24.55	5.22	25.91	25.44	219.68	0.10	3.45	8.18	1.69	13.37	26.60	61.35	11.70	74.32	2.20	7.00
A5052	37.969344	-121.531915	South Delta tidal transition zone	Middle River	7/1/2021	4.66	0.65	25.65	542.74	7.75	7.52	92.24	3.09	3.60	51.03	6.17	51.63	25.66	566.69	0.27	5.12	8.08	0.80	14.00	36.59	59.39	5.76	5.32	3.83	3.36
A5652	37.971580	-121.509407	South Delta tidal transition zone	Empire Cut	7/1/2021	7.51	0.30	25.67	530.51	7.83	8.09	99.17	2.81	3.87	54.55	6.84	55.91	25.66	554.28	0.27	4.92	8.15	1.80	14.80	33.52	54.87	11.83	7.63	4.04	3.80
A5503	37.972807	-121.577286	South Delta tidal transition zone	Rock Slough	7/1/2021	2.57	0.49	25.82	636.93	7.83	8.25	101.44	5.02	7.76	44.35	12.41	44.87	25.86	665.22	0.32	8.59	14.67	3.64	26.90	29.64	54.62	13.51	3.01	3.42	2.64
A5501	37.972546	-121.581034	South Delta tidal transition zone	Rock Slough	7/1/2021	2.69	0.68	25.79	641.28	7.82	8.19	100.70	5.44	8.39	44.40	13.25	45.03	25.83	670.18	0.32	9.23	14.67	4.04	27.87	29.15	52.81	15.56	3.30	3.43	2.59
A5630	37.975780	-121.514527	South Delta tidal transition zone	Latham Slough	7/1/2021	7.25	0.28	25.62	530.98	7.83	7.94	97.33	2.75	4.15	55.64	7.20	57.29	25.63	554.30	0.27	5.03	8.43	1.80	15.32	32.96	55.12	11.53	7.52	4.11	3.61
A4495	37.992881	-121.577910	South Delta tidal transition zone	Old River	7/1/2021	2.75	0.42	25.63	644.54	7.87	7.99	97.93	5.15	8.51	41.98	13.36	42.54	25.66	669.66	0.31	9.39	16.21	4.31	29.91	31.48	54.21	14.15	3.16	3.27	2.34
A3771	37.993339	-121.435155	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	45.16	2.91	25.84	418.33	7.44	6.75	82.95	4.99	2.93	50.91	5.41	53.39	25.78	437.65	0.21	3.83	6.29	0.87	10.97	34.83	57.29	7.90	48.04	3.82	5.66
A3784	37.993899	-121.412254	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	57.14	4.08	26.18	369.04	7.39	6.76	83.51	4.60	2.99	45.19	5.76	47.18	26.13	386.58	0.18	4.13	5.76	1.22	11.13	37.19	51.86	10.78	61.21	3.47	5.00
A3776	37.995205	-121.426432	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	48.96	3.27	25.89	405.68	7.43	6.73	82.80	4.95	3.02	50.06	5.56	52.41	25.83	422.84	0.20	3.95	6.25	1.00	11.22	35.20	55.77	8.87	52.25	3.77	5.17
A3780	37.995390	-121.419244	San Joaquin tidal transition zone	San Joaquin River	7/1/2021	52.98	3.75	25.99	388.86	7.41	6.69	82.34	4.80	2.85	47.84	5.42	50.14	25.89	409.08	0.19	3.83	6.01	0.97	10.81	35.49	55.63	8.97	56.76	3.64	4.55
A5288	37.997837	-121.409164	San Joaquin tidal transition zone	Fourteenmile Slough	7/1/2021	48.14	3.43	25.93	395.92	7.32	6.16	75.88	4.50	3.09	52.26	5.81	54.89	25.91	413.54	0.20	4.39	5.12	1.06	10.59	41.72	48.31	9.88	51.34	3.90	5.50
A5011	37.998936	-121.513803	Central Delta tidal zone	Middle River	7/1/2021	3.89	0.29	25.22	524.12	8.17	8.46	102.25	4.28	4.51	41.84	7.60	43.36	25.22	542.27	0.26	5.92	12.37	1.49	19.78	27.37	62.62	7.46	3.89	3.26	3.12
A5275	38.004984	-121.402370	San Joaquin tidal transition zone	Fourteenmile Slough	7/1/2021	38.50	2.83	26.00	418.01	7.29	6.03	74.34	5.49	3.44	56.63	6.25	59.92	25.98	439.13	0.21	5.05	4.94	1.08	11.09	45.52	44.58	9.76	41.32	4.17	5.92
A5007	38.004826	-121.513100	Central Delta tidal zone	Middle River	7/1/2021	4.14	0.27	25.02	522.52	7.99	7.98	96.69	4.49	4.34	41.71	7.41	42.96	25.04	538.58	0.26	5.75	12.16	1.31	19.24	30.78	63.24	6.82	4.18	3.26	3.15
A5272	38.006860	-121.397384	San Joaquin tidal transition zone	Fourteenmile Slough	7/1/2021	36.88	2.81	26.15	422.42	7.32	6.22	76.95	5.85	3.71	56.39	6.55	59.91	26.13	445.70	0.21	5.38	5.04	1.11	11.55	46.60	43.64	9.61	39.67	4.15	5.80
A4479	38.008716	-121.579492	Central Delta tidal zone	Old River	7/1/2021	2.49	0.94	25.41	642.25	7.95	8.05	98.36	5.54	7.64	39.62	11.97	40.19	25.44	664.53	0.32	8.40	19.00	3.63	31.02	27.10	61.24	11.68	3.46	3.13	2.24
A5264	38.012329	-121.384613	San Joaquin tidal transition zone	Fourteenmile Slough	7/1/2021	30.14	2.62	26.58	447.11	7.38	6.34	79.20	7.24	4.31	57.07	7.53	61.20	26.53	476.03	0.23	6.24	5.38	1.33	12.99	48.05	41.46	10.23	32.74	4.20	5.28
A5582	38.016754	-121.581872	Central Delta tidal zone	Holland Cut	7/1/2021	2.60	0.89	25.29	642.54	8.00	8.07	98.32	5.69	7.15	38.65	11.35	39.28	25.33	663.12	0.32	7.95	20.30	3.29	31.54	25.23	64.35	10.42	3.48	3.07	2.22
A4848	38.020670	-121.516135	Central Delta tidal zone	Columbia Cut	7/1/2021	5.05	0.27	24.99	518.00	7.99	8.03	97.27	5.54	4.37	40.61	7.44	42.18	24.98	533.86	0.26	5.54	13.11	1.39	20.10	27.58	65.25	7.15	5.32	3.18	3.06
A3602	38.020773	-121.803690	Western Delta tidal zone	San Joaquin River	7/1/2021	5.77	0.48	21.38	6401.04	7.94	8.22	94.78	5.83	3.32	29.74	5.74	31.48	21.34	6145.36	3.62	2.47	5.40	2.56	10.40	23.73	51.95	24.55	6.25	2.52	2.53
A3600	38.021279	-121.800030	Western Delta tidal zone	San Joaquin River	7/1/2021	5.84	0.42	21.41	6355.17	7.94	8.23	94.94	5.93	3.08	29.75	5.41	31.47	21.37	6105.71	3.60	2.41	5.38	2.35	10.13	23.81	53.15	23.14	6.26	2.52	2.53
A3598	38.021301	-121.796260	Western Delta tidal zone	San Joaquin River	7/1/2021	5.87	0.38	21.40	6319.72	7.94	8.23	94.92	6.05	2.97	29.73	5.29	31.45	21.37	6085.00	3.58	2.36	5.37	2.20	9.91	23.87	54.17	22.13	6.24	2.52	2.53
A3579	38.023986	-121.793352	Western Delta tidal zone	San Joaquin River	7/1/2021	5.72	0.28	21.36	6121.51	7.95	8.22	94.67	6.47	2.98	29.55	5.30	31.28	21.33	5901.80	3.47	2.36	5.38	2.12	9.86	23.92	54.53	21.49	6.00	2.51	2.53
A3577	38.024397	-121.789742	Western Delta tidal zone	San Joaquin River	7/1/2021	5.63	0.38	21.36	5980.23	7.95	8.21	94.44	6.41	2.92	29.53	5.18	31.19	21.33	5755.33	3.38	2.36	5.46	2.11	9.93	23.74	54.96	21.19	6.01	2.51	2.52
A3575	38.024892	-121.786120	Western Delta tidal zone	San Joaquin River	7/1/2021	5.57	0.60	21.40	5796.91	7.95	8.18	94.21	6.28	2.83	29.56	5.07	31.11	21.36	5597.98	3.28	2.27	5.49	2.01	9.78	23.32	56.04	20.53	6.17	2.51	2.51
A4051	38.027534	-121.844211	Western Delta tidal zone	New York Slough	7/1/2021	7.68	1.72	21.02	9370.76	7.86	8.03	92.84	7.79	2.90	30.42	5.07	32.38	20.98	8902.24	5.43	2.62	4.73	1.98	9.35	28.00	50.62	21.10	9.40	2.57	2.62
A3620	38.027478	-121.831348	Western Delta tidal zone	San Joaquin River	7/1/2021	6.64	3.08	21.05	7759.74	7.86	8.12	93.42	7.92	2.90	30.01	5.09	32.05	21.01	7455.57	4.49	2.52	4.91	1.97	9.40	26.81	52.23	20.86	9.72	2.54	2.56
A4047	38.027016	-121.836707	Western Delta tidal zone	New York Slough	7/1/2021	7.32	2.44	21.07	8703.95	7.88	8.14	94.01	8.85	2.91	30.11	5.08	32.23	21.04	8465.92	5.14	2.53	4.72	1.85	9.12	27.76	51.81	20.26	9.76	2.55	2.59
A5247	38.028465	-121.403406	Central Delta tidal zone	Fourteenmile Slough	7/1/2021	16.10	2.00	26.25	448.76	7.58	6.86	83.70	2.96	6.09	67.10	10.65	71.60	26.19	474.03	0.22	8.89	5.08	2.00	15.94	55.77	31.86	12.52	18.10	4.81	4.62
A5573	38.029807	-121.583559	Central Delta tidal zone	Holland Cut	7/1/2021	2.48	1.08	25.27	643.29	8.22	8.28	100.84	5.77	6.89	37.00	10.80	37.62	25.31	663.17	0.32	7.50	23.90	3.05	34.51	21.75	69.24	8.86	3.57	2.97	2.24
A3581	38.023744	-121.764353	Western Delta tidal zone	San Joaquin River	7/1/2021	4.33	1.68	21.69	3879.51	7.99	8.03	92.39	7.77	2.72	29.16	4.94	30.83	21.66	3756.42	2.13	1.93	7.20	1.92	11.05	17.45	65.07	17.40	6.01	2.49	2.45
A4059	38.030741	-121.858020	Western Delta tidal zone	New York Slough	7/1/2021	7.64	1.65	20.94	9380.00	7.87	8.02	92.61	7.76	3.11	30.50	5.38	32.52	20.90	8879.28	5.42	2.67	4.83	2.23	9.74	27.39	49.57	22.85	9.29	2.57	2.70
A4416	38.032217	-121.579260	Central Delta tidal zone	Old River	7/1/2021	2.65	1.05	25.24	635.89	8.28	8.41	102.35	5.86	6.76	36.61	10.63	37.38	25.27	656.10	0.32	7.28	24.14	2.89	34.39	21.18	70.17	8.38	3.72	2.95	2.26
A3570	38.031534	-121.778737	Western Delta tidal zone	San Joaquin River	7/1/2021	4.93	0.81	21.53	4944.41	7.97	8.17	94.06	6.61	2.97	29.23	5.36	30.88	21.48	4905.87	2.84	2.16	6.47	2.35	11.00	19.93	58.61	21.36	5.74	2.49	2.51
A3572	38.029155	-121.781691	Western Delta tidal zone	San Joaquin River	7/1/2021	5.28	0.76	21.47	5325.44	7.96	8.18	94.21	6.33	2.90	29.38	5.27	30.95	21.42	5238.85	3.05	2.21	5.91	2.17	10.29	21.75	57.24	21.00	6.04	2.50	2.51
A4021	38.032108	-121.830429	Western Delta tidal zone	Broad Slough	7/1/2021	6.76	3.05	21.08	7877.99	7.88	8.12	93.61	7.71	2.52	29.92	4.60	31.95	21.03	7434.72	4.48	2.53	4.89	1.87	9.33	27.03	52.61	20.13	9.82	2.53	2.56
A3696	38.035150	-121.492807	Central Delta tidal zone	San Joaquin River	7/1/2021	13.42	0.73	25.13	484.37	7.79	7.47	90.70	5.59	3.73	42.02	6.73	44.89	25.07	500.66	0.24	5.03	11.49	1.10	17.62	28.30	65.46	6.23	13.94	3.27	3.40
A4801	38.039026	-121.440174	Central Delta tidal zone	Disappointment Slough	7/1/2021	5.28	0.94	26.32	440.37	7.62	6.70	82.95	3.10	6.57	55.26	11.08	57.64	26.28	463.73	0.22	9.32	5.38	2.29	16.98	54.78	31.88	13.36	6.23	4.09	3.95
A3694	38.037437	-121.495730	Central Delta tidal zone	San Joaquin River	7/1/2021	14.40	0.67	25.17	480.19	7.80	7.43	90.34	5.10	3.73	42.70	6.70	45.59	25.11	496.49	0.24	5.06	11.04	1.15	17.25	29.28	64.02	6.71	15.00	3.32	3.28
A5238	38.041166	-121.404746	Central Delta tidal zone	Fourteenmile Slough	7/1/2021	7.24	0.56	26.22	452.70	7.69	6.86	85.09	3.47	5.87	61.22	10.38	64.76	26.16	477.25	0.23	8.65	5.16	1.86	15.69	55.21	32.94	11.77	7.68	4.45	4.40
A4823	38.042258	-121.419536	Central Delta tidal zone	Disappointment Slough	7/1/2021	4.46	0.59	26.42	447.44	7.67	6.89	85.56	3.03	6.73	56.50	11.46	59.41	26.37	473.16	0.22	9.59	5.10	2.36	17.06	56.20	29.93	13.81	5.11	4.16	4.11
A3691	38.040138	-121.500875	Central Delta tidal zone	San Joaquin River	7/1/2021	16.37	0.40	25.31	474.42	7.81	7.54	91.93	4.79	3.69	43.10	6.71	45.33	25.25	491.40	0.24	5.13	10.98	1.10	17.21	29.80	63.81	6.38	16.77	3.34	3.06
A4814	38.041870	-121.428598	Central Delta tidal zone	Disappointment Slough	7/1/2021	4.26	0.53	26.31	444.91	7.64	6.76	83.82	3.04	7.14	55.80	11.93	58.67	26.27	469.05	0.22	10.02	5.22	2.71	17.95	55.83	29.10	15.03	4.89	4.12	3.94
A4425	38.042895	-121.577084	Central Delta tidal zone	Old River	7/1/2021	3.18	0.38	25.19	585.92	8.61	9.20	111.86	6.30	6.03	34.64	9.59	35.48	25.21	602.84	0.29	6.84	26.25	2.20	35.29	19.40	74.36	6.23	3.61	2.82	2.28
A4966	38.043344	-121.527232	Central Delta tidal zone	Three River Reach	7/1/2021	6.05	0.29	24.98	507.83	8.22	8.41	101.90	6.32	4.27	36.10	7.27	37.71	24.99	523.12	0.25	5.67	16.81	1.31	23.76	23.91	72.41	5.52	6.34	2.91	2.83
A4963	38.043926	-121.532121	Central Delta tidal zone	Mandeville Reach	7/1/2021	5.90	0.28	24.98	507.02	8.28	8.53	103.26	6.01	4.32	35.30	7.32	36.77	24.98	521.96	0.25	5.69	17.68	1.37	24.70	23.13	61.84	5.56	6.19	2.86	2.84
A4769	38.044772	-121.473682	Central Delta tidal zone	Disappointment Slough	7/1/2021	10.19	1.84	25.68	426.83	7.57	6.74	82.55	3.26	4.10	53.41	7.48	55.27	25.65	445.42	0.21	6.07	5.96	1.20	13.22	46.13	44.79	9.10	12.16	3.97	3.61
A3689	38.044925	-121.499377	Central Delta tidal zone	San Joaquin River	7/1/2021	13.70	0.43	25.32	473.27	7.85	7.72	94.11	4.53	3.76	42.11	6.62	44.01	25.29	491.17	0.24	5.30	11.32	1.15	17.78	29.84	63.57	6.47	14.13	3.28	3.13
A4968	38.045950	-121.525724	Central Delta tidal zone	Three River Reach	7/1/2021	7.83	0.43	25.03	499.67	8.10	8.15	98.81	5.78	4.13	37.66	7.13	39.39	25.01	514.79	0.25	5.56	15.47	1.26	22.25	25.07	72.68	5.67	8.26	3.01	2.85
A845	38.045330	-121.912180	Suisun Bay	Suisun Bay	7/1/2021	9.93	5.68	20.88	12782.23	7.95	8.21	95.86	17.97	2.60	29.25	4.34	32.62	20.85	12101.35	7.59	2.63	4.91	1.54	9.08	29.01	54.09	16.96	15.61	2.49	2.71
A4775	38.050189	-121.465319	Central Delta tidal zone	Disappointment Slough	7/1/2021	8.59	1.78	25.90	419.37	7.57	6.66	82.01	2.99	4.52	53.82	7.89	55.61	25.85	438.98	0.21	6.76	5.52	1.35	13.62	49.66	40.58	9.90	10.38	4.00	3.34
A851	38.047082	-121.922693	Suisun Bay	Suisun Bay	7/1/2021	10.20	5.60	20.90	12988.32	7.96	8.22	96.20	17.61	2.72	29.31	4.52	32.59	20.87	12316.22	7.73	2.68	4.93	1.68	9.28	28.92	53.13	18.14	15.80	2.49	2.77
A4780	38.051538	-121.460129	Central Delta tidal zone	Disappointment Slough	7/1/2021	7.92	1.84	26.00	422.11	7.56	6.65	81.94	3.15	4.78	54.01	8.30	55.94	25.95	442.54	0.21	7.03	5.48	1.43	13.94	50.48	39.38	10.22	9.78	4.00	3.33
A860	38.050077	-121.938821	Suisun Bay	Suisun Bay	7/1/2021	10.78	4.55	20.80	13911.09	7.96	8.23	96.42	19.32	3.00	29.34	4.78	32.83	20.77	13108.13	8.29	2.72	4.93	1.94	9.60	28.31	51.35	20.19	15.32	2.50	2.91
A858	38.049406	-121.935193	Suisun Bay	Suisun Bay	7/1/2021	10.68	4.85	20.82	13703.51	7.96	8.21	96.17	19.44	3.05	29.17	4.77	32.68	20.79	12879.56	8.13	2.76	4.95	1.94	9.65	28.55	51.27	20.08	15.53	2.49	2.88
A4972	38.050665	-121.521613	Central Delta tidal zone	Three River Reach	7/1/2021	9.75	0.55	25.08	490.88	7.97	7.86	95.35	5.24	3.94	39.50	6.89	41.28	25.05	506.44	0.24	5.44	13.83	1.18	20.42	26.61	68.46	5.80	10.31	3.12	2.83
A4974	38.052643	-121.519188	Central Delta tidal zone	Three River Reach	7/1/2021	10.36	0.57	25.10	487.59	7.93	7.78	94.37	5.15	3.87	39.99	6.79	41.76	25.06	503.28	0.24	5.38	13.22	1.14	19.72	27.25	67.23	5.80	10.93	3.15	2.80
A831	38.046718	-121.885524	Western Delta tidal zone	Sacramento River	7/1/2021	8.83	1.26	21.04	10657.45	7.95	8.16	94.90	10.28	2.57	29.73	4.45	32.30	21.01	10134.56	6.32	2.85	5.00	1.58	9.44	30.18	53.02	16.77	10.15	2.52	2.76
A4778	38.053847	-121.459987	Central Delta tidal zone	Disappointment Slough	7/1/2021	7.89	1.85	25.99	418.82	7.56	6.65	81.81	3.14	4.68	53.91	8.07	55.81	25.93	438.32	0.21	6.97	5.36	1.33	13.64	51.03	39.28	9.77	9.75	4.00	3.17
A4955	38.055024	-121.534759	Central Delta tidal zone	Mandeville Reach	7/1/2021	7.68	0.45	24.96	502.84	8.15	8.16	98.82	5.52	3.97	36.19	6.80	37.41	24.92	518.84	0.25	5.48	15.80	1.19	22.53	24.46	69.82	5.31	8.13	2.92	2.83
A862	38.052216	-121.941535	Suisun Bay	Suisun Bay	7/1/2021	10.78	4.38	20.80	14023.96	7.97	8.24	96.59	18.09	2.90	29.46	4.69	32.87	20.77	13224.59	8.37	2.71	4.92	1.88	9.52	28.42	51.71	19.74	15.15	2.51	2.93
A3657	38.056959	-121.543059	Central Delta tidal zone	San Joaquin River	7/1/2021	7.89	0.52	24.67	523.21	8.16	8.06	97.10	6.76	3.85	34.23	6.86	35.85	24.61	535.66	0.26	5.45	16.67	1.18	23.31	23.42	71.09	5.05	8.41	2.80	2.70
A3650	38.059013	-121.555544	Central Delta tidal zone	San Joaquin River	7/1/2021	7.74	0.55	24.50	532.95	8.19	8.04	96.54	7.45	3.73	32.44	6.70	34.20	24.44	541.23	0.27	5.26	16.61	1.10	22.98	22.87	71.95	4.77	8.30	2.69	2.49
A3509	38.059876	-121.679834	Central Delta tidal zone	San Joaquin River	7/1/2021	4.36	0.21	22.86	2120.79	8.21	8.24	96.42	7.50	2.99	28.55	5.52	29.94	22.73	2090.70	1.12	2.69	9.12	1.77	13.56	19.85	66.74	13.59	4.80	2.46	2.47
A4394	38.061265	-121.582183	Central Delta tidal zone	Old River	7/1/2021	3.83	0.34	25.11	594.05	8.74	9.22	111.92	6.83	5.93	33.27	9.41	34.17	25.14	612.14	0.31	7.09	30.97	1.66	39.77	17.68	78.01	4.20	4.16	2.74	2.34
A816	38.059013	-121.862819	Western Delta tidal zone	Sacramento River	7/1/2021	7.97	1.96	21.32	8812.50	7.96	8.10	94.05	15.95	2.59	29.30	4.35	32.19	21.29	8385.61	5.06	2.86	5.35	1.51	9.72	29.45	55.15	14.27	9.93	2.50	2.63
A867	38.057120	-121.947269	Suisun Bay	Honker Bay	7/1/2021	10.76	4.64	20.81	14135.00	7.97	8.26	96.85	15.67	2.79	29.61	4.57	32.83	20.78	13323.35	8.43	2.68	4.90	1.80	9.38	28.52	52.22	19.22	15.40	2.52	2.96
A869	38.056542	-121.950992	Suisun Bay	Honker Bay	7/1/2021	10.67	5.05	20.80	14100.13	7.97	8.26	96.88	15.12	2.81	29.69	4.68	32.73	20.77	13308.46	8.42	2.69	4.86	1.87	9.43	28.52	51.54	19.84	15.72	2.52	2.95
A813	38.059487	-121.857761	Western Delta tidal zone	Sacramento River	7/1/2021	7.70	2.06	21.33	8458.05	7.97	8.10	93.98	17.80	2.70	29.09	4.49	32.15	21.32	8046.92	4.84	2.87	5.41	1.59	9.83	29.09	53.44	16.21	9.76	2.48	2.62
A871	38.056736	-121.954597	Suisun Bay	Honker Bay	7/1/2021	10.73	5.77	20.81	14174.07	7.97	8.27	96.98	14.64	2.85	29.75	4.72	32.67	20.78	13380.55	8.47	2.73	4.86	1.99	9.59	28.46	50.70	20.74	16.50	2.52	2.90
A874	38.056519	-121.960118	Suisun Bay	Honker Bay	7/1/2021	11.07	6.11	20.81	14490.93	7.97	8.27	97.06	14.80	2.91	29.62	4.79	32.65	20.79	13640.04	8.64	2.76	4.86	2.07	9.68	28.47	50.22	21.33	17.18	2.51	2.83
A876	38.056600	-121.963993	Suisun Bay	Honker Bay	7/1/2021	11.38	5.73	20.78	14936.77	7.97	8.27	97.13	16.96	3.05	29.44	4.94	32.71	20.76	14082.63	8.96	2.74	4.87	2.18	9.79	28.00	49.77	22.22	17.11	2.50	2.80
A883	38.056730	-121.976714	Suisun Bay	Suisun Bay	7/1/2021	11.43	6.11	20.65	15264.63	7.95	8.39	98.45	9.18	2.98	29.99	5.15	32.68	20.62	14562.78	9.32	2.53	4.53	2.46	9.54	26.53	47.60	25.65	17.54	2.54	2.86
A885	38.057240	-121.980205	Suisun Bay	Suisun Bay	7/1/2021	11.64	5.89	20.66	15702.17	7.95	8.38	98.60	9.57	2.84	29.94	4.92	32.71	20.62	15005.79	9.63	2.45	4.53	2.30	9.29	26.36	48.88	24.62	17.54	2.53	2.87
A887	38.057969	-121.983859	Suisun Bay	Suisun Bay	7/1/2021	12.14	4.59	20.66	16645.72	7.95	8.34	98.58	12.43	2.65	29.58	4.52	32.80	20.62	15801.18	10.18	2.36	4.56	2.10	9.01	26.15	50.62	23.31	16.73	2.51	2.90
A889	38.059236	-121.987542	Suisun Bay	Suisun Bay	7/1/2021	12.32	3.46	20.63	17116.91	7.95	8.30	98.24	13.65	2.58	29.52	4.49	32.94	20.59	16217.20	10.48	2.30	4.51	2.10	8.88	25.90	50.77	23.54	15.78	2.51	2.92
A891	38.060040	-121.991221	Suisun Bay	Suisun Bay	7/1/2021	12.65	2.25	20.61	17500.83	7.95	8.24	97.55	15.68	2.66	29.44	4.56	33.02	20.58	16459.38	10.65	2.37	4.52	2.15	9.01	26.33	50.16	23.88	14.90	2.49	2.94
A894	38.060266	-121.996741	Suisun Bay	Suisun Bay	7/1/2021	12.60	1.78	20.60	17357.64	7.96	8.28	97.80	13.32	2.75	29.62	4.75	32.97	20.57	16318.92	10.56	2.41	4.53	2.28	9.20	26.20	49.22	24.75	14.38	2.50	2.95
A4216	38.071901	-121.503685	Central Delta tidal zone	Little Potato Slough	7/1/2021	8.36	1.29	25.17	208.77	7.67	7.24	87.93	2.50	2.38	33.48	4.40	33.74	25.21	221.31	0.11	4.69	5.16	0.24	10.09	46.67	51.00	2.29	9.53	2.75	1.79
A800	38.068915	-121.848322	Western Delta tidal zone	Sacramento River	7/1/2021	7.25	1.93	21.38	7321.76	8.02	8.32	96.25	9.98	2.63	28.68	4.41	30.76	21.36	6942.15	4.13	3.16	5.35	1.77	10.27	30.68	38.00	17.28	9.18	2.46	2.62
A900	38.065576	-122.007533	Suisun Bay	Suisun Bay	7/1/2021	12.31	2.78	20.52	16817.37	7.97	8.40	99.04	10.82	3.08	29.62	5.27	32.80	20.49	15773.18	10.19	2.60	4.51	2.62	9.77	26.68	46.30	21.19	15.09	2.52	2.97
A896	38.060466	-122.000401	Suisun Bay	Suisun Bay	7/1/2021	12.57	1.98	20.58	17366.00	7.96	8.33	98.35	13.17	2.83	29.62	4.91	32.93	20.54	16291.54	10.54	2.44	4.56	2.39	9.39	26.02	48.69	25.07	14.55	2.52	2.96
