CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A650	38.17385	-121.65243	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.88	0.95	24.05	110.71	7.47	8.16	97.03	5.47	0.73	12.62	1.78	12.51	24.07	112.2	0.06	0.91	1.19	0.45	0.00	2.57	35.23	47.26	17.53	0.00	-10.79	-77.80	10.85	1.55	6.26	17.11	0.73
A652	38.17501	-121.65575	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.25	0.88	24.18	110.85	7.46	8.06	96.12	6.21	0.78	12.50	1.85	12.37	24.21	112.5	0.06	0.99	1.24	0.48	0.00	2.72	36.21	46.30	17.57	0.00	-10.77	-77.71	11.18	1.54	6.20	17.36	0.77
A611	38.17564	-121.59143	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.59	0.24	23.76	108.01	7.46	8.08	95.54	4.32	0.81	12.42	1.85	12.30	23.78	108.8	0.06	0.93	1.16	0.52	0.00	2.65	35.29	43.67	19.57	0.00	-10.70	-77.38	7.83	1.54	6.17	14.00	0.72
A654	38.17577	-121.65943	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.70	1.08	24.51	110.18	7.46	7.93	95.16	7.21	0.90	12.61	1.92	12.27	24.56	112.5	0.06	1.12	1.32	0.49	0.00	2.94	37.74	45.98	16.68	0.00	-10.70	-77.13	11.81	1.55	6.26	18.06	0.89
A3042	38.17663	-121.58018	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.09	1.32	24.31	109.65	7.46	8.24	98.52	1.99	0.88	13.04	1.94	11.77	24.38	111.7	0.06	1.29	1.17	0.42	0.00	3.12	41.48	37.51	13.48	0.00	-10.90	-78.22	10.42	1.57	6.46	16.87	0.64
A609	38.17821	-121.58974	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.54	0.24	23.80	108.15	7.46	8.10	95.93	4.30	0.79	12.51	1.87	12.27	23.82	109.1	0.06	1.00	1.16	0.52	0.00	2.71	36.77	42.82	19.20	0.00	-10.75	-77.59	7.78	1.54	6.21	13.99	0.69
A3040	38.17935	-121.57896	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.21	1.32	24.28	109.86	7.46	8.23	98.32	1.97	0.87	13.07	1.93	11.80	24.35	111.9	0.06	1.33	1.18	0.37	0.00	3.16	42.22	37.31	11.85	0.00	-10.88	-78.05	10.54	1.58	6.47	17.00	0.64
A607	38.18067	-121.58775	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.64	0.28	23.80	108.35	7.46	8.11	96.05	4.16	0.80	12.56	1.87	12.29	23.81	109.3	0.06	0.98	1.13	0.53	0.00	2.69	36.57	42.07	19.77	0.00	-10.79	-77.77	7.92	1.55	6.24	14.15	0.68
A3038	38.18150	-121.57678	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.37	1.31	24.22	110.10	7.45	8.20	97.84	1.93	0.89	13.10	1.90	11.84	24.30	112.0	0.06	1.41	1.18	0.29	0.00	3.19	43.97	36.99	9.18	0.00	-10.83	-77.78	10.69	1.58	6.49	17.16	0.63
A3036	38.18180	-121.57316	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.50	1.33	24.15	110.29	7.44	8.16	97.21	1.93	0.93	13.15	1.86	11.88	24.22	112.2	0.06	1.43	1.15	0.25	0.00	3.15	45.45	36.47	7.92	0.00	-10.80	-77.64	10.83	1.58	6.51	17.34	0.62
A3034	38.18264	-121.56970	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.50	1.35	24.10	110.29	7.43	8.14	96.93	1.93	0.88	13.18	1.86	11.91	24.18	112.1	0.06	1.37	1.14	0.30	0.00	3.11	44.10	36.81	9.69	0.00	-10.80	-77.69	10.87	1.58	6.53	17.39	0.61
A2971	38.18258	-121.65673	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.94	0.93	24.62	113.86	7.53	8.32	100.11	4.72	0.89	14.61	1.77	14.56	24.68	116.5	0.06	0.88	1.33	0.44	0.00	2.65	33.36	48.37	15.95	0.00	-10.65	-76.27	9.88	1.66	7.20	17.06	0.98
A605	38.18315	-121.58587	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.92	0.42	23.83	108.72	7.46	8.13	96.23	3.87	0.79	12.63	1.87	12.29	23.85	109.8	0.06	0.98	1.11	0.52	0.00	2.67	36.38	41.43	19.61	0.00	-10.82	-77.93	8.35	1.55	6.27	14.61	0.67
A2969	38.18359	-121.65326	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.81	0.82	24.59	109.56	7.53	8.48	101.77	5.16	0.86	14.68	1.68	14.62	24.64	112.1	0.06	0.80	1.27	0.40	0.00	2.46	32.22	45.87	16.47	0.00	-10.73	-76.91	9.61	1.67	7.23	16.86	0.90
A3032	38.18431	-121.56674	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.56	1.36	24.08	110.30	7.42	8.13	96.72	1.92	0.82	13.18	1.86	11.92	24.15	112.0	0.06	1.33	1.18	0.36	0.00	3.13	42.47	37.77	11.37	0.00	-10.80	-77.67	10.94	1.58	6.53	17.46	0.60
A2967	38.18456	-121.64986	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.50	0.78	24.60	110.10	7.52	8.54	102.43	6.38	0.92	15.07	1.68	15.10	24.65	112.8	0.06	0.72	1.27	0.44	0.00	2.43	29.54	44.85	18.37	0.00	-10.79	-77.42	9.27	1.69	7.42	16.69	0.88
A3030	38.18569	-121.56355	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.59	1.40	24.05	110.21	7.42	8.12	96.56	1.92	0.77	13.13	1.86	11.93	24.13	111.7	0.06	1.35	1.19	0.44	0.00	3.15	43.07	37.85	13.95	0.00	-10.82	-77.73	11.00	1.58	6.50	17.51	0.59
A603	38.18545	-121.58362	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.19	0.56	23.82	109.16	7.46	8.12	96.16	3.74	0.79	12.70	1.86	12.34	23.84	110.2	0.06	0.98	1.08	0.51	0.00	2.64	36.89	40.86	19.35	0.00	-10.83	-77.97	8.75	1.55	6.30	15.05	0.66
A2965	38.18570	-121.64644	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.48	0.80	24.55	109.60	7.51	8.49	101.80	6.85	0.90	14.87	1.65	14.97	24.61	112.3	0.06	0.69	1.24	0.44	0.00	2.38	28.90	52.06	18.74	0.00	-10.82	-77.66	9.27	1.68	7.32	16.61	0.84
A3028	38.18698	-121.56032	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.60	1.41	24.03	110.15	7.42	8.12	96.50	1.91	0.77	13.10	1.85	11.93	24.11	111.6	0.06	1.39	1.18	0.46	0.00	3.14	44.31	37.54	14.76	0.00	-10.82	-77.82	11.02	1.58	6.48	17.50	0.59
A601	38.18749	-121.58101	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.53	0.80	23.77	109.93	7.46	8.11	95.93	3.74	0.80	12.81	1.86	12.50	23.78	110.9	0.06	0.99	1.06	0.52	0.00	2.63	37.52	40.53	19.94	0.00	-10.82	-77.88	9.33	1.56	6.35	15.68	0.66
A2963	38.18781	-121.64411	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.38	0.64	24.61	109.73	7.52	8.26	99.31	6.46	0.84	14.88	1.63	14.96	24.66	112.4	0.06	0.70	1.27	0.38	0.00	2.35	29.65	53.88	16.23	0.00	-10.96	-78.37	9.02	1.68	7.32	16.41	0.85
A3026	38.18919	-121.55796	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.55	1.36	24.01	110.02	7.42	8.14	96.64	1.90	0.84	13.01	1.86	11.90	24.09	111.4	0.06	1.38	1.16	0.48	0.00	3.11	44.46	37.18	15.50	0.00	-10.84	-77.99	10.92	1.57	6.45	17.36	0.58
A599	38.18918	-121.57805	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.36	1.05	23.64	111.44	7.46	8.05	94.95	4.08	0.79	12.96	1.88	12.85	23.64	112.2	0.06	0.91	1.06	0.59	0.00	2.61	34.91	40.57	22.79	0.00	-10.76	-77.61	10.41	1.57	6.42	16.83	0.67
A2961	38.18988	-121.64159	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.36	0.79	24.63	110.21	7.52	8.18	98.39	5.66	0.86	15.26	1.64	15.29	24.67	112.8	0.06	0.66	1.27	0.38	0.00	2.32	28.35	55.03	16.44	0.00	-11.03	-78.73	9.15	1.70	7.50	16.76	0.84
A597	38.19038	-121.57470	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.87	1.15	23.62	112.04	7.45	8.02	94.65	4.05	0.78	13.02	1.89	12.92	23.63	112.8	0.06	0.93	1.07	0.61	0.00	2.66	35.11	40.17	22.83	0.00	-10.73	-77.46	11.02	1.57	6.45	17.47	0.67
A3024	38.19095	-121.55507	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.51	1.33	24.01	109.94	7.42	8.16	96.88	1.92	0.89	12.95	1.87	11.88	24.08	111.3	0.06	1.31	1.16	0.55	0.00	3.09	42.46	37.49	17.73	0.00	-10.86	-78.06	10.85	1.57	6.42	17.27	0.57
A2959	38.19143	-121.63846	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.37	1.07	24.61	109.89	7.51	8.18	98.35	5.84	0.87	15.27	1.62	15.29	24.66	112.6	0.06	0.63	1.25	0.38	0.00	2.27	27.41	54.99	16.79	0.00	-11.05	-78.87	9.43	1.70	7.51	17.07	0.80
A595	38.19155	-121.57138	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.11	1.11	23.71	112.02	7.44	8.05	95.15	3.47	0.80	13.13	1.88	12.73	23.74	112.9	0.06	1.03	1.08	0.53	0.00	2.76	37.28	39.35	19.47	0.00	-10.71	-77.38	11.22	1.58	6.50	17.72	0.66
A593	38.19262	-121.56792	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.28	1.04	23.69	112.23	7.44	8.05	95.03	3.39	0.77	13.22	1.90	12.76	23.71	112.9	0.06	1.02	1.10	0.57	0.00	2.76	36.97	39.93	20.69	0.00	-10.70	-77.35	11.31	1.58	6.55	17.86	0.65
A3022	38.19279	-121.55224	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.49	1.30	24.00	109.89	7.42	8.19	97.22	1.98	0.93	12.89	1.87	11.88	24.08	111.2	0.06	1.25	1.16	0.60	0.00	3.06	40.75	37.86	19.63	0.00	-10.88	-78.11	10.79	1.56	6.39	17.17	0.57
A2957	38.19298	-121.63525	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.19	1.55	24.62	109.68	7.51	8.33	100.12	4.22	0.91	14.97	1.58	15.01	24.67	112.4	0.06	0.58	1.24	0.36	0.00	2.21	26.04	56.21	16.46	0.00	-11.11	-79.13	9.74	1.68	7.37	17.16	0.76
A2950	38.19353	-121.62269	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.45	1.14	24.50	108.72	7.49	8.47	101.58	4.73	0.78	13.43	1.48	13.83	24.57	110.9	0.06	0.58	1.20	0.37	0.00	2.13	27.21	56.36	17.16	0.00	-11.11	-79.06	9.59	1.60	6.64	16.22	0.67
A591	38.19367	-121.56446	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.28	1.06	23.70	112.16	7.43	8.04	95.03	3.22	0.77	13.25	1.89	12.70	23.73	112.9	0.06	1.04	1.11	0.57	0.00	2.78	37.26	39.97	20.65	0.00	-10.71	-77.41	11.33	1.59	6.56	17.89	0.63
A2953	38.19394	-121.62810	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.24	1.32	24.57	108.55	7.49	8.45	101.47	4.23	0.81	13.46	1.49	13.75	24.63	111.1	0.06	0.63	1.28	0.34	0.00	2.27	27.58	56.66	15.27	0.00	-11.12	-79.15	9.55	1.60	6.66	16.21	0.69
A2955	38.19399	-121.63180	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.09	1.50	24.63	108.89	7.51	8.45	101.54	3.59	0.87	13.98	1.53	14.10	24.69	111.6	0.06	0.61	1.29	0.34	0.00	2.27	26.90	57.00	14.80	0.00	-11.13	-79.20	9.59	1.63	6.90	16.50	0.73
A3020	38.19465	-121.54949	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.52	1.26	23.98	109.83	7.42	8.20	97.31	2.13	0.95	12.77	1.88	11.90	24.06	111.1	0.06	1.25	1.16	0.54	0.00	3.04	41.22	37.97	17.82	0.00	-10.87	-78.05	10.78	1.56	6.33	17.11	0.56
A2948	38.19439	-121.61921	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.52	1.01	24.47	108.96	7.49	8.38	100.43	4.37	0.74	13.85	1.50	14.08	24.52	111.0	0.06	0.55	1.18	0.38	0.00	2.11	25.89	56.10	18.03	0.00	-11.08	-78.91	9.53	1.62	6.84	16.35	0.67
A589	38.19551	-121.56168	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.40	1.04	23.63	112.49	7.43	8.03	94.74	3.23	0.80	13.31	1.87	12.82	23.66	113.0	0.06	1.02	1.09	0.56	0.00	2.73	37.07	40.21	20.87	0.00	-10.77	-77.55	11.45	1.59	6.59	18.03	0.62
A2946	38.19576	-121.61600	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.58	0.98	24.43	109.17	7.49	8.12	97.28	4.39	0.71	14.19	1.52	14.20	24.48	111.3	0.06	0.53	1.20	0.37	0.00	2.11	25.12	56.73	17.74	0.00	-11.04	-78.70	9.54	1.64	7.00	16.57	0.67
A3018	38.19668	-121.54697	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.54	1.27	23.97	109.80	7.42	8.13	96.50	2.20	0.93	12.69	1.90	11.90	24.04	111.0	0.06	1.30	1.16	0.52	0.00	3.07	42.39	37.76	16.96	0.00	-10.84	-77.94	10.81	1.55	6.30	17.10	0.57
A2944	38.19778	-121.61346	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.61	0.98	24.41	109.11	7.49	8.02	95.98	4.88	0.71	13.99	1.50	13.96	24.46	111.3	0.06	0.51	1.20	0.37	0.00	2.09	24.44	57.65	17.64	0.00	-11.02	-78.58	9.58	1.63	6.91	16.50	0.68
A587	38.19791	-121.55964	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.64	1.12	23.52	113.00	7.43	7.99	94.16	3.41	0.78	13.40	1.84	13.05	23.54	113.2	0.06	0.96	1.07	0.59	0.00	2.64	36.25	40.70	22.36	0.00	-10.85	-77.77	11.78	1.59	6.63	18.40	0.60
A3016	38.19928	-121.54526	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.54	1.29	23.96	109.80	7.41	8.05	95.57	2.22	0.90	12.69	1.92	11.90	24.03	111.0	0.06	1.36	1.18	0.53	0.00	3.12	43.51	37.71	17.06	0.00	-10.79	-77.84	10.83	1.55	6.29	17.13	0.57
A2942	38.20040	-121.61183	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.62	1.00	24.42	109.28	7.49	8.00	95.78	5.25	0.73	14.06	1.50	14.09	24.47	111.5	0.06	0.50	1.21	0.37	0.00	2.08	23.90	58.18	17.93	0.00	-11.02	-78.56	9.69	1.63	6.94	16.40	0.69
A585	38.20061	-121.55827	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.59	1.20	23.50	112.92	7.43	7.98	93.92	3.43	0.77	13.39	1.84	13.06	23.51	113.1	0.06	0.97	1.08	0.59	0.00	2.66	36.46	40.51	22.22	0.00	-10.89	-77.94	11.81	1.59	6.63	18.43	0.60
A3014	38.20102	-121.54257	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.54	1.28	23.96	109.82	7.42	8.04	95.42	2.22	0.92	12.78	1.93	11.90	24.03	111.0	0.06	1.38	1.19	0.58	0.00	3.15	43.75	37.99	18.30	0.00	-10.74	-77.76	10.83	1.56	6.34	17.16	0.58
A3012	38.20283	-121.54021	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.64	1.21	23.97	109.93	7.41	8.16	96.87	2.20	0.99	12.94	1.91	11.92	24.04	111.1	0.06	1.35	1.17	0.57	0.00	3.11	43.42	35.94	18.52	0.00	-10.71	-77.74	10.85	1.57	6.41	17.26	0.60
A2940	38.20326	-121.61110	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.70	1.04	24.42	109.41	7.48	8.05	96.43	4.77	0.70	14.15	1.50	14.10	24.48	111.7	0.06	0.50	1.21	0.39	0.00	2.10	23.80	57.78	18.32	0.00	-11.05	-78.63	9.81	1.64	6.98	16.42	0.69
A583	38.20349	-121.55767	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.45	1.28	23.47	112.72	7.42	7.95	93.50	3.46	0.75	13.37	1.84	13.05	23.49	112.8	0.06	0.99	1.09	0.59	0.00	2.69	37.02	40.50	21.82	0.00	-10.92	-78.18	11.76	1.59	6.61	18.37	0.59
A3010	38.20566	-121.54107	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.71	1.25	23.96	109.97	7.42	8.11	96.23	2.42	0.99	12.86	1.94	11.92	24.03	111.1	0.06	1.33	1.19	0.61	0.00	3.14	42.33	30.86	19.48	0.00	-10.74	-77.68	10.96	1.56	6.37	17.33	0.60
A2938	38.20605	-121.61131	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.86	1.17	24.40	109.48	7.47	8.16	97.62	3.47	0.66	13.87	1.48	13.64	24.47	111.7	0.06	0.53	1.23	0.36	0.00	2.14	24.91	57.66	16.77	0.00	-11.13	-78.89	10.12	1.62	6.85	16.60	0.70
A581	38.20634	-121.55768	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.15	1.13	23.44	112.39	7.41	7.91	92.96	3.58	0.80	13.34	1.85	13.03	23.46	112.4	0.06	1.02	1.10	0.57	0.00	2.70	37.67	40.87	21.17	0.00	-10.91	-78.25	11.29	1.59	6.60	17.89	0.59
A3008	38.20854	-121.54088	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.92	1.29	23.94	110.21	7.42	8.13	96.49	3.01	0.95	12.75	1.93	11.96	24.01	111.3	0.06	1.29	1.21	0.56	0.00	3.16	41.23	30.77	17.76	0.00	-10.85	-77.71	11.20	1.56	6.32	17.53	0.62
A2936	38.20881	-121.61020	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.00	1.23	24.35	109.33	7.47	8.19	97.91	3.05	0.66	13.35	1.45	12.99	24.43	111.4	0.06	0.56	1.25	0.32	0.00	2.15	25.95	58.25	14.61	0.00	-11.19	-79.11	10.24	1.59	6.60	16.67	0.71
A579	38.20926	-121.55761	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.01	0.99	23.44	112.25	7.41	7.89	92.81	3.63	0.81	13.32	1.85	13.01	23.46	112.3	0.06	1.02	1.11	0.57	0.00	2.70	37.76	41.07	20.94	0.00	-10.90	-78.17	11.01	1.59	6.59	17.60	0.59
A3006	38.21045	-121.53841	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.04	1.30	23.94	110.41	7.41	8.19	97.19	3.42	0.91	12.56	1.88	11.99	24.01	111.5	0.06	1.28	1.18	0.47	0.00	3.09	41.62	32.85	15.12	0.00	-10.93	-77.86	11.34	1.55	6.23	17.57	0.63
A2934	38.21160	-121.60915	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.00	1.28	24.33	109.22	7.47	8.22	98.25	2.85	0.67	13.08	1.43	12.72	24.40	111.2	0.06	0.58	1.27	0.29	0.00	2.16	26.71	58.70	13.12	0.00	-11.21	-79.29	10.26	1.58	6.48	16.68	0.71
A3004	38.21174	-121.53604	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.13	1.32	23.96	110.65	7.41	8.24	97.86	3.90	0.82	12.31	1.83	12.02	24.03	111.8	0.06	1.27	1.13	0.42	0.00	3.00	42.30	36.53	13.97	0.00	-10.99	-78.01	11.45	1.53	6.12	17.56	0.64
A577	38.21215	-121.55771	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.91	0.68	23.43	112.10	7.40	7.88	92.65	3.78	0.80	13.30	1.85	13.01	23.46	112.2	0.06	0.99	1.10	0.57	0.00	2.68	36.81	41.07	21.45	0.00	-10.86	-77.89	10.59	1.59	6.58	17.17	0.60
A3002	38.21423	-121.53828	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.08	1.29	23.94	110.64	7.41	8.25	97.92	4.73	0.91	12.34	1.85	12.04	24.00	111.8	0.06	1.23	1.17	0.47	0.00	2.97	41.65	39.92	15.95	0.00	-10.95	-77.93	11.38	1.53	6.13	17.51	0.65
A2932	38.21424	-121.60778	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.01	1.30	24.26	109.07	7.45	8.23	98.28	3.00	0.72	12.97	1.44	12.62	24.34	111.0	0.06	0.58	1.26	0.30	0.00	2.18	26.77	58.04	11.92	0.00	-11.21	-79.68	10.15	1.57	6.43	16.54	0.71
A575	38.21504	-121.55775	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.90	0.63	23.43	112.06	7.40	7.88	92.60	3.93	0.78	13.30	1.85	13.01	23.46	112.2	0.06	0.95	1.10	0.58	0.00	2.66	35.89	41.29	21.95	0.00	-10.83	-77.75	10.53	1.59	6.58	17.11	0.61
A3000	38.21593	-121.54117	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.08	1.29	23.92	110.66	7.42	8.26	97.97	5.24	0.94	12.37	1.86	12.06	23.99	111.8	0.06	1.20	1.19	0.50	0.00	2.95	39.15	41.16	17.03	0.00	-10.89	-77.85	11.39	1.54	6.15	17.52	0.65
A2930	38.21635	-121.60537	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.00	1.27	24.19	108.94	7.44	8.18	97.60	3.53	0.74	12.91	1.45	12.61	24.27	110.8	0.06	0.58	1.23	0.34	0.00	2.16	26.89	57.00	12.89	0.00	-11.20	-79.80	10.12	1.57	6.40	16.49	0.71
A573	38.21795	-121.55748	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.80	0.57	23.41	111.93	7.40	7.87	92.47	4.75	0.77	13.30	1.85	13.04	23.43	112.0	0.06	0.91	1.10	0.59	0.00	2.61	34.84	42.00	22.64	0.00	-10.72	-77.43	10.36	1.59	6.58	16.95	0.63
A2998	38.21822	-121.54313	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.09	1.33	23.90	110.65	7.42	8.21	97.39	5.14	0.95	12.48	1.87	12.07	23.97	111.8	0.06	1.17	1.22	0.52	0.00	2.98	36.28	41.45	17.40	0.00	-10.81	-77.65	11.48	1.54	6.20	17.60	0.66
A2928	38.21891	-121.60355	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.98	1.21	24.12	108.79	7.43	8.15	97.05	4.50	0.76	12.83	1.48	12.62	24.19	110.5	0.06	0.60	1.20	0.37	0.00	2.16	27.73	55.46	14.64	0.00	-11.20	-79.87	10.13	1.56	6.36	16.46	0.70
A571	38.22084	-121.55695	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.59	0.53	23.34	111.84	7.40	7.85	92.16	5.84	0.74	13.32	1.85	13.16	23.36	111.8	0.06	0.89	1.09	0.59	0.00	2.58	34.53	42.17	22.83	0.00	-10.69	-77.31	10.11	1.59	6.59	16.70	0.64
A2996	38.22103	-121.54386	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.12	1.35	23.90	110.68	7.42	8.11	96.17	4.96	0.95	12.65	1.87	12.07	23.96	111.8	0.06	1.15	1.23	0.53	0.00	2.97	34.97	41.30	17.88	0.00	-10.77	-77.49	11.57	1.55	6.28	17.70	0.66
A2926	38.22156	-121.60218	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.00	1.14	24.06	108.64	7.42	8.15	96.91	5.87	0.81	12.76	1.49	12.65	24.13	110.2	0.06	0.62	1.17	0.38	0.00	2.17	28.66	53.77	16.22	0.00	-11.19	-79.95	10.15	1.56	6.33	16.45	0.70
A2994	38.22316	-121.54253	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.14	1.38	23.89	110.69	7.42	7.99	94.74	4.69	0.92	12.85	1.87	12.06	23.95	111.8	0.06	1.13	1.24	0.54	0.00	2.97	34.83	41.67	18.33	0.00	-10.75	-77.36	11.65	1.56	6.37	17.79	0.67
A2992	38.22357	-121.53892	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	10.17	1.37	23.92	110.79	7.41	7.98	94.72	5.08	0.91	12.75	1.88	12.06	23.98	111.9	0.06	1.13	1.21	0.56	0.00	2.95	37.27	40.92	18.84	0.00	-10.85	-77.66	11.66	1.56	6.32	17.81	0.67
A569	38.22366	-121.55634	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.27	0.48	23.24	111.73	7.41	7.82	91.66	8.80	0.71	13.41	1.85	13.38	23.25	111.4	0.06	0.86	1.06	0.59	0.00	2.53	34.10	42.06	23.42	0.00	-10.68	-77.21	9.75	1.59	6.63	16.39	0.66
A2990	38.22437	-121.53537	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.77	1.45	24.02	110.44	7.41	8.02	95.34	5.61	0.91	12.55	1.91	12.01	24.07	111.8	0.06	1.19	1.22	0.54	0.00	3.01	39.30	40.57	18.05	0.00	-10.81	-77.51	11.26	1.55	6.23	17.42	0.68
A2924	38.22446	-121.60250	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	9.02	1.09	24.01	108.51	7.41	8.19	97.30	7.65	0.79	12.66	1.49	12.64	24.08	109.9	0.06	0.64	1.17	0.38	0.00	2.18	28.88	53.41	13.47	0.00	-11.20	-79.93	10.10	1.55	6.28	16.38	0.69
A2988	38.22644	-121.53294	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	9.28	1.50	24.08	109.83	7.42	8.00	95.24	5.77	0.92	12.46	1.93	11.94	24.14	111.4	0.06	1.21	1.25	0.55	0.00	3.06	39.61	40.81	18.10	0.00	-10.75	-77.41	10.78	1.54	6.19	16.95	0.69
A567	38.22656	-121.55618	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.73	0.39	23.02	111.51	7.42	7.76	90.52	18.95	0.67	13.75	1.83	13.97	23.02	110.8	0.06	0.79	1.00	0.59	0.00	2.40	32.73	41.80	24.58	0.00	-10.72	-77.32	9.12	1.61	6.79	15.91	0.68
